d0000001.s001.h001 bn:00058442n
d0006437.s001.h001 bn:00067194n
d0006438.s001.h001 bn:00001771n
d0006439.s001.h001 bn:00081906n
d0006440.s001.h001 bn:00081855n
d0006441.s001.h001 bn:00026229n
d0006442.s001.h001 bn:00000342n
d0006443.s001.h001 bn:00057189n
d0006444.s001.h001 bn:00057809n
d0006445.s001.h001 bn:00057089n
d0006448.s001.h001 bn:00067249n
d0006449.s001.h001 bn:00022246n
d0006450.s001.h001 bn:00022245n
d0006451.s001.h001 bn:00067137n
d0006452.s001.h001 bn:00071259n
d0006453.s001.h001 bn:00027714n
d0006454.s001.h001 bn:00032119n
d0006455.s001.h001 bn:00015762n
d0006456.s001.h001 bn:00009545n
d0006457.s001.h001 bn:00064862n
d0006458.s001.h001 bn:00064862n
d0006459.s001.h001 bn:00064862n
d0006460.s001.h001 bn:00064863n
d0006461.s001.h001 bn:00064863n
d0006462.s001.h001 bn:00048126n
d0006463.s001.h001 bn:00061791n
d0006464.s001.h001 bn:00049786n
d0006465.s001.h001 bn:00058167n
d0006466.s001.h001 bn:00058167n
d0006467.s001.h001 bn:00080496n
d0006468.s001.h001 bn:00080496n
d0006469.s001.h001 bn:00027673n
d0006470.s001.h001 bn:00064593n
d0006471.s001.h001 bn:00032377n
d0006472.s001.h001 bn:00032368n
d0006473.s001.h001 bn:00021571n
d0006474.s001.h001 bn:00072819n
d0006475.s001.h001 bn:00048504n
d0006476.s001.h001 bn:00000745n
d0006477.s001.h001 bn:00000745n
d0006478.s001.h001 bn:00054211n
d0006479.s001.h001 bn:00067181n
d0006480.s001.h001 bn:00071995n
d0006481.s001.h001 bn:00074800n
d0006482.s001.h001 bn:00074800n
d0006483.s001.h001 bn:00067183n
d0006484.s001.h001 bn:00056858n
d0006485.s001.h001 bn:00056857n
d0006486.s001.h001 bn:00056857n
d0006487.s001.h001 bn:00066537n
d0006488.s001.h001 bn:00066593n
d0006489.s001.h001 bn:00066593n
d0006490.s001.h001 bn:00020979n
d0006491.s001.h001 bn:00041411n
d0006492.s001.h001 bn:00075968n
d0006493.s001.h001 bn:00080495n
d0006494.s001.h001 bn:00080348n
d0006495.s001.h001 bn:00016863n
d0006496.s001.h001 bn:00043337n
d0006497.s001.h001 bn:00077032n
d0006498.s001.h001 bn:00058421n
d0006499.s001.h001 bn:00060722n
d0006500.s001.h001 bn:00006567n
d0006501.s001.h001 bn:00019639n
d0006502.s001.h001 bn:00006566n
d0006503.s001.h001 bn:00006566n
d0006504.s001.h001 bn:00080266n
d0006505.s001.h001 bn:00005127n
d0006506.s001.h001 bn:00012655n
d0006507.s001.h001 bn:00012655n
d0006508.s001.h001 bn:00056774n
d0006509.s001.h001 bn:00025222n
d0006510.s001.h001 bn:00037265n
d0006511.s001.h001 bn:00037265n
d0006512.s001.h001 bn:00032329n
d0006513.s001.h001 bn:00046161n
d0006514.s001.h001 bn:00066536n
d0006515.s001.h001 bn:00066376n
d0006516.s001.h001 bn:00002812n
d0006517.s001.h001 bn:00046206n
d0006518.s001.h001 bn:00034569n
d0006519.s001.h001 bn:00046482n
d0006520.s001.h001 bn:00064134n
d0006521.s001.h001 bn:00011095n
d0006522.s001.h001 bn:00011095n
d0006523.s001.h001 bn:00001304n
d0006524.s001.h001 bn:00046185n
d0006525.s001.h001 bn:00050486n
d0006526.s001.h001 bn:00051522n
d0006527.s001.h001 bn:00051522n
d0006528.s001.h001 bn:00057884n
d0006529.s001.h001 bn:00059276n
d0006530.s001.h001 bn:00059274n
d0006531.s001.h001 bn:00059244n
d0006532.s001.h001 bn:00031152n
d0006533.s001.h001 bn:00066291n
d0006534.s001.h001 bn:00005709n
d0006535.s001.h001 bn:00005709n
d0006536.s001.h001 bn:00006174n
d0006537.s001.h001 bn:00060113n
d0006538.s001.h001 bn:00013738n
d0006539.s001.h001 bn:00011615n
d0006540.s001.h001 bn:00010394n
d0006541.s001.h001 bn:00018034n
d0006542.s001.h001 bn:00040845n
d0006543.s001.h001 bn:00046296n
d0006545.s001.h001 bn:00080254n
d0006546.s001.h001 bn:00063746n
d0006547.s001.h001 bn:00063746n
d0006548.s001.h001 bn:00063236n
d0006549.s001.h001 bn:00066789n
d0006550.s001.h001 bn:00066789n
d0006551.s001.h001 bn:00023853n
d0006552.s001.h001 bn:00023853n
d0006553.s001.h001 bn:00009866n
d0006554.s001.h001 bn:00081841n
d0006555.s001.h001 bn:00053445n
d0006556.s001.h001 bn:00066663n
d0006557.s001.h001 bn:00014308n
d0006558.s001.h001 bn:00018234n
d0006559.s001.h001 bn:00053444n
d0006560.s001.h001 bn:00075886n
d0006561.s001.h001 bn:00069820n
d0006563.s001.h001 bn:00047164n
d0006564.s001.h001 bn:00077962n
d0006565.s001.h001 bn:00077962n
d0006566.s001.h001 bn:00080188n
d0006567.s001.h001 bn:00080188n
d0006568.s001.h001 bn:00080188n
d0006569.s001.h001 bn:00007701n
d0006570.s001.h001 bn:00009609n
d0006571.s001.h001 bn:00012670n
d0006572.s001.h001 bn:00018729n
d0006573.s001.h001 bn:00040462n
d0006574.s001.h001 bn:00056177n
d0006575.s001.h001 bn:00074571n
d0006576.s001.h001 bn:00080325n
d0006577.s001.h001 bn:00022119n
d0006578.s001.h001 bn:00022119n
d0006579.s001.h001 bn:00077890n
d0006580.s001.h001 bn:00077890n
d0006581.s001.h001 bn:00059311n
d0006582.s001.h001 bn:00059311n
d0006583.s001.h001 bn:00080366n
d0006584.s001.h001 bn:00082051n
d0006585.s001.h001 bn:00082051n
d0006586.s001.h001 bn:00006534n
d0006587.s001.h001 bn:00007429n
d0006588.s001.h001 bn:00007785n
d0006589.s001.h001 bn:00032308n
d0006590.s001.h001 bn:00032308n
d0006591.s001.h001 bn:00005000n
d0006592.s001.h001 bn:00007153n
d0006593.s001.h001 bn:00007153n
d0006594.s001.h001 bn:00058935n
d0006595.s001.h001 bn:00035054n
d0006596.s001.h001 bn:00035054n
d0006597.s001.h001 bn:00011138n
d0006598.s001.h001 bn:00011138n
d0006599.s001.h001 bn:00052053n
d0006600.s001.h001 bn:00076190n
d0006601.s001.h001 bn:00076190n
d0006602.s001.h001 bn:00077271n
d0006603.s001.h001 bn:00077271n
d0006604.s001.h001 bn:00080108n
d0006605.s001.h001 bn:00078424n
d0006606.s001.h001 bn:00078424n
d0006607.s001.h001 bn:00053600n
d0006608.s001.h001 bn:00076922n
d0006609.s001.h001 bn:00033858n
d0006610.s001.h001 bn:00009632n
d0006611.s001.h001 bn:00021586n
d0006612.s001.h001 bn:00021586n
d0006613.s001.h001 bn:00030720n
d0006614.s001.h001 bn:00030720n
d0006615.s001.h001 bn:00030732n
d0006616.s001.h001 bn:00044560n
d0006617.s001.h001 bn:00060904n
d0006618.s001.h001 bn:00034520n
d0006619.s001.h001 bn:00025556n
d0006620.s001.h001 bn:00025715n
d0006621.s001.h001 bn:00025714n
d0006622.s001.h001 bn:00022784n
d0006623.s001.h001 bn:00036688n
d0006624.s001.h001 bn:00077913n
d0006625.s001.h001 bn:00053810n
d0006626.s001.h001 bn:00053810n
d0006627.s001.h001 bn:00061123n
d0006628.s001.h001 bn:00061123n
d0006629.s001.h001 bn:00081653n
d0006630.s001.h001 bn:00003125n
d0006631.s001.h001 bn:00003125n
d0006632.s001.h001 bn:00003125n
d0006633.s001.h001 bn:00012904n
d0006634.s001.h001 bn:00011950n
d0006635.s001.h001 bn:00061623n
d0006636.s001.h001 bn:00011444n
d0006637.s001.h001 bn:00011281n
d0006638.s001.h001 bn:00011281n
d0006639.s001.h001 bn:00011281n
d0006640.s001.h001 bn:00074817n
d0006641.s001.h001 bn:00075740n
d0006642.s001.h001 bn:00075740n
d0006643.s001.h001 bn:00000691n
d0006644.s001.h001 bn:00000691n
d0006645.s001.h001 bn:00000691n
d0006645.s001.h002 bn:00000691n
d0006646.s001.h001 bn:00020671n
d0006647.s001.h001 bn:00020671n
d0006648.s001.h001 bn:00023571n
d0006649.s001.h001 bn:00020670n
d0006650.s001.h001 bn:00034623n
d0006651.s001.h001 bn:00072339n
d0006652.s001.h001 bn:00062681n
d0006653.s001.h001 bn:00030468n
d0006654.s001.h001 bn:00011172n
d0006655.s001.h001 bn:00011172n
d0006656.s001.h001 bn:00071917n
d0006657.s001.h001 bn:00017734n
d0006658.s001.h001 bn:00046198n
d0006659.s001.h001 bn:00016401n
d0006660.s001.h001 bn:00016401n
d0006661.s001.h001 bn:00016401n
d0006662.s001.h001 bn:00045193n
d0006663.s001.h001 bn:00010729n
d0006664.s001.h001 bn:00010729n
d0006665.s001.h001 bn:00019848n
d0006666.s001.h001 bn:00019848n
d0006667.s001.h001 bn:00019848n
d0006668.s001.h001 bn:00060887n
d0006669.s001.h001 bn:00019200n
d0006670.s001.h001 bn:00019200n
d0006671.s001.h001 bn:00071358n
d0006672.s001.h001 bn:00021440n
d0006673.s001.h001 bn:00012864n
d0006674.s001.h001 bn:00042894n
d0006675.s001.h001 bn:00014640n
d0006676.s001.h001 bn:00014640n
d0006677.s001.h001 bn:00001081n
d0006678.s001.h001 bn:00049234n
d0006679.s001.h001 bn:00054270n
d0006680.s001.h001 bn:00080116n
d0006681.s001.h001 bn:00012897n
d0006682.s001.h001 bn:00052069n
d0006683.s001.h001 bn:00072173n
d0006684.s001.h001 bn:00072173n
d0006685.s001.h001 bn:00032722n
d0006686.s001.h001 bn:00035005n
d0006687.s001.h001 bn:00011466n
d0006688.s001.h001 bn:00011466n
d0006689.s001.h001 bn:00073879n
d0006690.s001.h001 bn:00075023n
d0006691.s001.h001 bn:00075023n
d0006692.s001.h001 bn:00008625n
d0006693.s001.h001 bn:00040899n
d0006694.s001.h001 bn:00029947n
d0006695.s001.h001 bn:00010664n
d0006696.s001.h001 bn:00026065n
d0006697.s001.h001 bn:00066431n
d0006698.s001.h001 bn:00052906n
d0006699.s001.h001 bn:00052906n
d0006700.s001.h001 bn:00053214n
d0006701.s001.h001 bn:00005014n
d0006702.s001.h001 bn:00040314n
d0006703.s001.h001 bn:00041904n
d0006704.s001.h001 bn:00030523n
d0006705.s001.h001 bn:00073989n
d0006706.s001.h001 bn:00058967n
d0006707.s001.h001 bn:00025412n
d0006708.s001.h001 bn:00025412n
d0006709.s001.h001 bn:00059091n
d0006710.s001.h001 bn:00059091n
d0006711.s001.h001 bn:00016850n
d0006712.s001.h001 bn:00059924n
d0006713.s001.h001 bn:00059924n
d0006714.s001.h001 bn:00030456n
d0006716.s001.h001 bn:00030456n
d0006717.s001.h001 bn:00032661n
d0006718.s001.h001 bn:00036843n
d0006719.s001.h001 bn:00079169n
d0006720.s001.h001 bn:00081188n
d0006721.s001.h001 bn:00064582n
d0006722.s001.h001 bn:00064582n
d0006723.s001.h001 bn:00021550n
d0006725.s001.h001 bn:00024539n
d0006726.s001.h001 bn:00049074n
d0006727.s001.h001 bn:00046600n
d0006728.s001.h001 bn:00004337n
d0006729.s001.h001 bn:00027726n
d0006730.s001.h001 bn:00047326n
d0006731.s001.h001 bn:00032434n
d0006732.s001.h001 bn:00033773n
d0006733.s001.h001 bn:00034596n
d0006734.s001.h001 bn:00034596n
d0006735.s001.h001 bn:00054188n
d0006736.s001.h001 bn:00026345n
d0006737.s001.h001 bn:00025436n
d0006738.s001.h001 bn:00025436n
d0006739.s001.h001 bn:00026399n
d0006740.s001.h001 bn:00026399n
d0006741.s001.h001 bn:00065839n
d0006742.s001.h001 bn:00031975n
d0006743.s001.h001 bn:00027429n
d0006744.s001.h001 bn:00027429n
d0006745.s001.h001 bn:00027429n
d0006746.s001.h001 bn:00001587n
d0006747.s001.h001 bn:00042971n
d0006748.s001.h001 bn:00042971n
d0006749.s001.h001 bn:00049358n
d0006750.s001.h001 bn:00079459n
d0006751.s001.h001 bn:00079459n
d0006752.s001.h001 bn:00079459n
d0006753.s001.h001 bn:00079937n
d0006754.s001.h001 bn:00030843n
d0006755.s001.h001 bn:00030843n
d0006756.s001.h001 bn:00035198n
d0006757.s001.h001 bn:00035198n
d0006758.s001.h001 bn:00011443n
d0006759.s001.h001 bn:00048025n
d0006760.s001.h001 bn:00048025n
d0006760.s001.h002 bn:00048025n
d0006760.s001.h003 bn:00048025n
d0006761.s001.h001 bn:00022115n
d0006762.s001.h001 bn:00024727n
d0006763.s001.h001 bn:00015942n
d0006764.s001.h001 bn:00060876n
d0006765.s001.h001 bn:00067153n
d0006766.s001.h001 bn:00024726n
d0006767.s001.h001 bn:00054474n
d0006768.s001.h001 bn:00066620n
d0006769.s001.h001 bn:00007842n
d0006770.s001.h001 bn:00075510n
d0006771.s001.h001 bn:00035413n
d0006772.s001.h001 bn:00072740n
d0006773.s001.h001 bn:00011141n
d0006774.s001.h001 bn:00072806n
d0006775.s001.h001 bn:00077194n
d0006776.s001.h001 bn:00077194n
d0006777.s001.h001 bn:00077194n
d0006778.s001.h001 bn:00078509n
d0006779.s001.h001 bn:00073753n
d0006780.s001.h001 bn:00078658n
d0006781.s001.h001 bn:00080688n
d0006782.s001.h001 bn:00080688n
d0006783.s001.h001 bn:00080688n
d0006784.s001.h001 bn:00034595n
d0006785.s001.h001 bn:00034595n
d0006786.s001.h001 bn:00034595n
d0006787.s001.h001 bn:00028625n
d0006788.s001.h001 bn:00028625n
d0006789.s001.h001 bn:00081253n
d0006791.s001.h001 bn:00022359n
d0006792.s001.h001 bn:00025582n
d0006793.s001.h001 bn:00025582n
d0006794.s001.h001 bn:00025777n
d0006795.s001.h001 bn:00025777n
d0006796.s001.h001 bn:00071773n
d0006797.s001.h001 bn:00071773n
d0006798.s001.h001 bn:00046355n
d0006799.s001.h001 bn:00007071n
d0006800.s001.h001 bn:00012970n
d0006801.s001.h001 bn:00030039n
d0006802.s001.h001 bn:00041920n
d0006803.s001.h001 bn:00048554n
d0006804.s001.h001 bn:00065558n
d0006805.s001.h001 bn:00069551n
d0006806.s001.h001 bn:00071472n
d0006807.s001.h001 bn:00020599n
d0006808.s001.h001 bn:00020599n
d0006809.s001.h001 bn:00017405n
d0006810.s001.h001 bn:00028827n
d0006811.s001.h001 bn:00041492n
d0006812.s001.h001 bn:00070702n
d0006813.s001.h001 bn:00016390n
d0006814.s001.h001 bn:00016390n
d0006815.s001.h001 bn:00071772n
d0006816.s001.h001 bn:00071080n
d0006817.s001.h001 bn:00014183n
d0006818.s001.h001 bn:00011919n
d0006819.s001.h001 bn:00011919n
d0006820.s001.h001 bn:00046133n
d0006821.s001.h001 bn:00042697n
d0006822.s001.h001 bn:00026344n
d0006823.s001.h001 bn:00055779n
d0006824.s001.h001 bn:00012903n
d0006825.s001.h001 bn:00012896n
d0006826.s001.h001 bn:00012896n
d0006827.s001.h001 bn:00070862n
d0006828.s001.h001 bn:00032807n
d0006829.s001.h001 bn:00030328n
d0006830.s001.h001 bn:00030328n
d0006831.s001.h001 bn:00043456n
d0006832.s001.h001 bn:00072894n
d0006833.s001.h001 bn:00012327n
d0006834.s001.h001 bn:00012327n
d0006835.s001.h001 bn:00012327n
d0006836.s001.h001 bn:00043265n
d0006837.s001.h001 bn:00078200n
d0006838.s001.h001 bn:00078200n
d0006839.s001.h001 bn:00078200n
d0006840.s001.h001 bn:00079094n
d0006841.s001.h001 bn:00055384n
d0006842.s001.h001 bn:00021594n
d0006843.s001.h001 bn:00079253n
d0006844.s001.h001 bn:00009399n
d0006845.s001.h001 bn:00009729n
d0006846.s001.h001 bn:00009729n
d0006846.s001.h002 bn:00009729n
d0006847.s001.h001 bn:00011943n
d0006848.s001.h001 bn:00018781n
d0006849.s001.h001 bn:00019432n
d0006851.s001.h001 bn:00019594n
d0006852.s001.h001 bn:00019761n
d0006853.s001.h001 bn:00023462n
d0006854.s001.h001 bn:00023462n
d0006855.s001.h001 bn:00023462n
d0006856.s001.h001 bn:00023631n
d0006857.s001.h001 bn:00024135n
d0006858.s001.h001 bn:00024160n
d0006859.s001.h001 bn:00028761n
d0006860.s001.h001 bn:00028892n
d0006861.s001.h001 bn:00032345n
d0006862.s001.h001 bn:00035727n
d0006863.s001.h001 bn:00034953n
d0006864.s001.h001 bn:00045076n
d0006865.s001.h001 bn:00045151n
d0006866.s001.h001 bn:00047970n
d0006867.s001.h001 bn:00047970n
d0006868.s001.h001 bn:00049356n
d0006869.s001.h001 bn:00057863n
d0006870.s001.h001 bn:00057863n
d0006871.s001.h001 bn:00057863n
d0006872.s001.h001 bn:00061053n
d0006873.s001.h001 bn:00061053n
d0006874.s001.h001 bn:00062678n
d0006875.s001.h001 bn:00066082n
d0006876.s001.h001 bn:00067182n
d0006877.s001.h001 bn:00067869n
d0006878.s001.h001 bn:00067869n
d0006879.s001.h001 bn:00067869n
d0006879.s001.h002 bn:00067869n
d0006880.s001.h001 bn:00041998n
d0006881.s001.h001 bn:00069819n
d0006882.s001.h001 bn:00069842n
d0006883.s001.h001 bn:00069842n
d0006884.s001.h001 bn:00071346n
d0006885.s001.h001 bn:00071506n
d0006886.s001.h001 bn:00072392n
d0006887.s001.h001 bn:00072795n
d0006888.s001.h001 bn:00072795n
d0006889.s001.h001 bn:00072795n
d0006890.s001.h001 bn:00073160n
d0006891.s001.h001 bn:00073472n
d0006892.s001.h001 bn:00073744n
d0006893.s001.h001 bn:00073744n
d0006894.s001.h001 bn:00073745n
d0006895.s001.h001 bn:00074764n
d0006896.s001.h001 bn:00075467n
d0006897.s001.h001 bn:00076128n
d0006898.s001.h001 bn:00077071n
d0006899.s001.h001 bn:00077100n
d0006900.s001.h001 bn:00077130n
d0006901.s001.h001 bn:00077169n
d0006902.s001.h001 bn:00077606n
d0006903.s001.h001 bn:00077938n
d0006904.s001.h001 bn:00077940n
d0006905.s001.h001 bn:00080186n
d0006906.s001.h001 bn:00080186n
d0006907.s001.h001 bn:00010662n
d0006908.s001.h001 bn:00010662n
d0006909.s001.h001 bn:00081132n
d0006910.s001.h001 bn:00082050n
d0006911.s001.h001 bn:00009395n
d0006912.s001.h001 bn:00063919n
d0006913.s001.h001 bn:00035296n
d0006914.s001.h001 bn:00050509n
d0006915.s001.h001 bn:00002223n
d0006916.s001.h001 bn:00024511n
d0006917.s001.h001 bn:00024511n
d0006918.s001.h001 bn:00024511n
d0006919.s001.h001 bn:00077682n
d0006920.s001.h001 bn:00077726n
d0006921.s001.h001 bn:00077726n
d0006922.s001.h001 bn:00008333n
d0006923.s001.h001 bn:00008333n
d0006924.s001.h001 bn:00008333n
d0006925.s001.h001 bn:00067531n
d0006926.s001.h001 bn:00062932n
d0006927.s001.h001 bn:00062932n
d0006928.s001.h001 bn:00032344n
d0006929.s001.h001 bn:00032344n
d0006930.s001.h001 bn:00048553n
d0006931.s001.h001 bn:00068563n
d0006932.s001.h001 bn:00068563n
d0006933.s001.h001 bn:00080717n
d0006934.s001.h001 bn:00030702n
d0006935.s001.h001 bn:00030702n
d0006936.s001.h001 bn:00078034n
d0006937.s001.h001 bn:00048587n
d0006938.s001.h001 bn:00048587n
d0006939.s001.h001 bn:00019786n
d0006940.s001.h001 bn:00019786n
d0006941.s001.h001 bn:00030525n
d0006942.s001.h001 bn:00023845n
d0006943.s001.h001 bn:00049882n
d0006944.s001.h001 bn:00043264n
d0006945.s001.h001 bn:00043264n
d0006946.s001.h001 bn:00066421n
d0006946.s001.t002 bn:00017235n
d0006947.s001.h001 bn:00066421n
d0006948.s001.h001 bn:00066199n
d0006949.s001.h001 bn:00066597n
d0006950.s001.h001 bn:00067079n
d0006951.s001.h001 bn:00034629n
d0006952.s001.h001 bn:00032301n
d0006953.s001.h001 bn:00046199n
d0006954.s001.h001 bn:00012924n
d0006955.s001.h001 bn:00059753n
d0006955.s001.t002 bn:00114043r
d0006956.s001.h001 bn:00063952n
d0006957.s001.h001 bn:00033816n
d0006958.s001.h001 bn:00029277n
d0006959.s001.h001 bn:00080434n
d0006960.s001.h001 bn:00080434n
d0006961.s001.h001 bn:00078657n
d0006962.s001.h001 bn:00026698n
d0006963.s001.h001 bn:00026698n
d0006964.s001.h001 bn:00021389n
d0006965.s001.h001 bn:00067567n
d0006965.s001.h002 bn:00067567n
d0006966.s001.h001 bn:00007029n
d0006967.s001.h001 bn:00028484n
d0006968.s001.h001 bn:00004641n
d0006969.s001.h001 bn:00027815n
d0006970.s001.h001 bn:00027815n
d0006971.s001.h001 bn:00027815n
d0006972.s001.h001 bn:00070300n
d0006973.s001.h001 bn:00030707n
d0006974.s001.h001 bn:00030707n
d0006975.s001.h001 bn:00007784n
d0006976.s001.h001 bn:00081081n
d0006977.s001.h001 bn:00028710n
d0006978.s001.h001 bn:00014069n
d0006979.s001.h001 bn:00014069n
d0006980.s001.h001 bn:00031495n
d0006981.s001.h001 bn:00066604n
d0006982.s001.h001 bn:00066604n
d0006983.s001.h001 bn:00068609n
d0006984.s001.h001 bn:00031550n
d0006985.s001.h001 bn:00031550n
d0006986.s001.h001 bn:00075244n
d0006987.s001.h001 bn:00035473n
d0006988.s001.h001 bn:00035473n
d0006989.s001.h001 bn:00035473n
d0006990.s001.h001 bn:00025635n
d0006991.s001.h001 bn:00059030n
d0006992.s001.h001 bn:00059030n
d0006993.s001.h001 bn:00073654n
d0006994.s001.h001 bn:00042360n
d0006995.s001.h001 bn:00042360n
d0006996.s001.h001 bn:00007520n
d0006997.s001.h001 bn:00059282n
d0006998.s001.h001 bn:00021214n
d0006999.s001.h001 bn:00021214n
d0007000.s001.h001 bn:00080412n
d0007001.s001.h001 bn:00049654n
d0007002.s001.h001 bn:00052004n
d0007003.s001.h001 bn:00052004n
d0007004.s001.h001 bn:00052004n
d0007005.s001.h001 bn:00076779n
d0007006.s001.h001 bn:00061666n
d0007007.s001.h001 bn:00077200n
d0007008.s001.h001 bn:00001548n
d0007009.s001.h001 bn:00006258n
d0007010.s001.h001 bn:00001736n
d0007011.s001.h001 bn:00001736n
d0007012.s001.h001 bn:00001736n
d0007013.s001.h001 bn:00060836n
d0007014.s001.h001 bn:00066281n
d0007015.s001.h001 bn:00017345n
d0007016.s001.h001 bn:00019221n
d0007017.s001.h001 bn:00036855n
d0007018.s001.h001 bn:00066709n
d0007019.s001.h001 bn:00046545n
d0007020.s001.h001 bn:00046545n
d0007021.s001.h001 bn:00046545n
d0007022.s001.h001 bn:00008486n
d0007023.s001.h001 bn:00032204n
d0007024.s001.h001 bn:00035936n
d0007025.s001.h001 bn:00028073n
d0007026.s001.h001 bn:00028073n
d0007027.s001.h001 bn:00028073n
d0007028.s001.h001 bn:00065799n
d0007029.s001.h001 bn:00035695n
d0007030.s001.h001 bn:00070610n
d0007031.s001.h001 bn:00081628n
d0007032.s001.h001 bn:00065804n
d0007033.s001.h001 bn:00025287n
d0007034.s001.h001 bn:00054931n
d0007035.s001.h001 bn:00075941n
d0007036.s001.h001 bn:00065798n
d0007037.s001.h001 bn:00015050n
d0007038.s001.h001 bn:00015050n
d0007039.s001.h001 bn:00078365n
d0007040.s001.h001 bn:00078365n
d0007041.s001.h001 bn:00078365n
d0007042.s001.h001 bn:00078365n
d0007043.s001.h001 bn:00078365n
d0007044.s001.h001 bn:00046407n
d0007045.s001.h001 bn:00049896n
d0007046.s001.h001 bn:00050098n
d0007047.s001.h001 bn:00025855n
d0007048.s001.h001 bn:00025855n
d0007049.s001.h001 bn:00025855n
d0007050.s001.h001 bn:00080665n
d0007051.s001.h001 bn:00078199n
d0007052.s001.h001 bn:00010747n
d0007053.s001.h001 bn:00011967n
d0007054.s001.h001 bn:00032805n
d0007055.s001.h001 bn:00071133n
d0007056.s001.h001 bn:00023573n
d0007057.s001.h001 bn:00073354n
d0007058.s001.h001 bn:00081997n
d0007059.s001.h001 bn:00082062n
d0007060.s001.h001 bn:00076927n
d0007061.s001.h001 bn:00076927n
d0007062.s001.h001 bn:00040743n
d0007063.s001.h001 bn:00040743n
d0007064.s001.h001 bn:00000208n
d0007065.s001.h001 bn:00005511n
d0007066.s001.h001 bn:00074471n
d0007067.s001.h001 bn:00082008n
d0007068.s001.h001 bn:00021765n
d0007069.s001.h001 bn:00003269n
d0007070.s001.h001 bn:00076485n
d0007071.s001.h001 bn:00005047n
d0007072.s001.h001 bn:00005047n
d0007073.s001.h001 bn:00074402n
d0007074.s001.h001 bn:00080435n
d0007075.s001.h001 bn:00080435n
d0007076.s001.h001 bn:00070774n
d0007077.s001.h001 bn:00070774n
d0007078.s001.h001 bn:00031475n
d0007079.s001.h001 bn:00031475n
d0007080.s001.h001 bn:00034170n
d0007081.s001.h001 bn:00047726n
d0007082.s001.h001 bn:00015704n
d0007083.s001.h001 bn:00062972n
d0007084.s001.h001 bn:00026022n
d0007085.s001.h001 bn:00001870n
d0007086.s001.h001 bn:00022000n
d0007087.s001.h001 bn:00020542n
d0007088.s001.h001 bn:00013120n
d0007089.s001.h001 bn:00013120n
d0007090.s001.h001 bn:00002848n
d0007091.s001.h001 bn:00060181n
d0007092.s001.h001 bn:00060387n
d0007093.s001.h001 bn:00060387n
d0007094.s001.h001 bn:00060387n
d0007095.s001.h001 bn:00002071n
d0007096.s001.h001 bn:00002071n
d0007097.s001.h001 bn:00077074n
d0007098.s001.h001 bn:00027786n
d0007099.s001.h001 bn:00081667n
d0007100.s001.h001 bn:00081667n
d0007101.s001.h001 bn:00081667n
d0007102.s001.h001 bn:00051185n
d0007103.s001.h001 bn:00051185n
d0007104.s001.h001 bn:00033618n
d0007105.s001.h001 bn:00061333n
d0007106.s001.h001 bn:00061333n
d0007107.s001.h001 bn:00000999n
d0007108.s001.h001 bn:00080744n
